Item,Familia,Year,Production_t
"Abaca, manila hemp, raw",Fibras,1961,97340.0
"Abaca, manila hemp, raw",Fibras,1962,112345.0
"Abaca, manila hemp, raw",Fibras,1963,140265.0
"Abaca, manila hemp, raw",Fibras,1964,123970.0
"Abaca, manila hemp, raw",Fibras,1965,112814.0
"Abaca, manila hemp, raw",Fibras,1966,142581.0
"Abaca, manila hemp, raw",Fibras,1967,125049.0
"Abaca, manila hemp, raw",Fibras,1968,111569.0
"Abaca, manila hemp, raw",Fibras,1969,113801.0
"Abaca, manila hemp, raw",Fibras,1970,128423.0
"Abaca, manila hemp, raw",Fibras,1971,111561.0
"Abaca, manila hemp, raw",Fibras,1972,117229.0
"Abaca, manila hemp, raw",Fibras,1973,128233.0
"Abaca, manila hemp, raw",Fibras,1974,137328.0
"Abaca, manila hemp, raw",Fibras,1975,145656.0
"Abaca, manila hemp, raw",Fibras,1976,154869.0
"Abaca, manila hemp, raw",Fibras,1977,168809.0
"Abaca, manila hemp, raw",Fibras,1978,142122.0
"Abaca, manila hemp, raw",Fibras,1979,160746.0
"Abaca, manila hemp, raw",Fibras,1980,169966.0
"Abaca, manila hemp, raw",Fibras,1981,139339.0
"Abaca, manila hemp, raw",Fibras,1982,128697.0
"Abaca, manila hemp, raw",Fibras,1983,98822.0
"Abaca, manila hemp, raw",Fibras,1984,109262.0
"Abaca, manila hemp, raw",Fibras,1985,94006.0
"Abaca, manila hemp, raw",Fibras,1986,92314.0
"Abaca, manila hemp, raw",Fibras,1987,99901.0
"Abaca, manila hemp, raw",Fibras,1988,108129.0
"Abaca, manila hemp, raw",Fibras,1989,81955.0
"Abaca, manila hemp, raw",Fibras,1990,78590.0
"Abaca, manila hemp, raw",Fibras,1991,82566.86
"Abaca, manila hemp, raw",Fibras,1992,85395.98
"Abaca, manila hemp, raw",Fibras,1993,81828.0
"Abaca, manila hemp, raw",Fibras,1994,84270.63
"Abaca, manila hemp, raw",Fibras,1995,85100.01
"Abaca, manila hemp, raw",Fibras,1996,94509.46
"Abaca, manila hemp, raw",Fibras,1997,92722.1
"Abaca, manila hemp, raw",Fibras,1998,97470.88
"Abaca, manila hemp, raw",Fibras,1999,99854.98
"Abaca, manila hemp, raw",Fibras,2000,95655.33
"Abaca, manila hemp, raw",Fibras,2001,100048.39
"Abaca, manila hemp, raw",Fibras,2002,91196.98
"Abaca, manila hemp, raw",Fibras,2003,99922.37
"Abaca, manila hemp, raw",Fibras,2004,107279.49
"Abaca, manila hemp, raw",Fibras,2005,105310.82
"Abaca, manila hemp, raw",Fibras,2006,99927.71
"Abaca, manila hemp, raw",Fibras,2007,100502.54
"Abaca, manila hemp, raw",Fibras,2008,102395.86
"Abaca, manila hemp, raw",Fibras,2009,100117.42
"Abaca, manila hemp, raw",Fibras,2010,101642.79
"Abaca, manila hemp, raw",Fibras,2011,104666.09
"Abaca, manila hemp, raw",Fibras,2012,104783.93
"Abaca, manila hemp, raw",Fibras,2013,102062.1
"Abaca, manila hemp, raw",Fibras,2014,106432.67
"Abaca, manila hemp, raw",Fibras,2015,109874.78
"Abaca, manila hemp, raw",Fibras,2016,110251.87
"Abaca, manila hemp, raw",Fibras,2017,108631.06
"Abaca, manila hemp, raw",Fibras,2018,110801.8
"Abaca, manila hemp, raw",Fibras,2019,113057.53
"Abaca, manila hemp, raw",Fibras,2020,110896.77
"Abaca, manila hemp, raw",Fibras,2021,102405.99
"Abaca, manila hemp, raw",Fibras,2022,108074.9
"Abaca, manila hemp, raw",Fibras,2023,107128.96
"Abaca, manila hemp, raw",Fibras,2024,108560.75
"Almonds, in shell",Oleaginosas y frutos secos,1961,756588.0
"Almonds, in shell",Oleaginosas y frutos secos,1962,436538.0
"Almonds, in shell",Oleaginosas y frutos secos,1963,577518.0
"Almonds, in shell",Oleaginosas y frutos secos,1964,631599.0
"Almonds, in shell",Oleaginosas y frutos secos,1965,605077.0
"Almonds, in shell",Oleaginosas y frutos secos,1966,606315.0
"Almonds, in shell",Oleaginosas y frutos secos,1967,719378.0
"Almonds, in shell",Oleaginosas y frutos secos,1968,709540.0
"Almonds, in shell",Oleaginosas y frutos secos,1969,566655.0
"Almonds, in shell",Oleaginosas y frutos secos,1970,676749.0
"Almonds, in shell",Oleaginosas y frutos secos,1971,580612.0
"Almonds, in shell",Oleaginosas y frutos secos,1972,700004.0
"Almonds, in shell",Oleaginosas y frutos secos,1973,621331.0
"Almonds, in shell",Oleaginosas y frutos secos,1974,855554.0
"Almonds, in shell",Oleaginosas y frutos secos,1975,752361.0
"Almonds, in shell",Oleaginosas y frutos secos,1976,930057.0
"Almonds, in shell",Oleaginosas y frutos secos,1977,812282.0
"Almonds, in shell",Oleaginosas y frutos secos,1978,904525.0
"Almonds, in shell",Oleaginosas y frutos secos,1979,833748.0
"Almonds, in shell",Oleaginosas y frutos secos,1980,919655.0
"Almonds, in shell",Oleaginosas y frutos secos,1981,1231227.0
"Almonds, in shell",Oleaginosas y frutos secos,1982,1045648.0
"Almonds, in shell",Oleaginosas y frutos secos,1983,846642.0
"Almonds, in shell",Oleaginosas y frutos secos,1984,1165867.0
"Almonds, in shell",Oleaginosas y frutos secos,1985,1145592.0
"Almonds, in shell",Oleaginosas y frutos secos,1986,976832.0
"Almonds, in shell",Oleaginosas y frutos secos,1987,1251975.0
"Almonds, in shell",Oleaginosas y frutos secos,1988,1141283.0
"Almonds, in shell",Oleaginosas y frutos secos,1989,1273584.0
"Almonds, in shell",Oleaginosas y frutos secos,1990,1315419.0
"Almonds, in shell",Oleaginosas y frutos secos,1991,1287290.53
"Almonds, in shell",Oleaginosas y frutos secos,1992,1318115.83
"Almonds, in shell",Oleaginosas y frutos secos,1993,1275181.77
"Almonds, in shell",Oleaginosas y frutos secos,1994,1384318.38
"Almonds, in shell",Oleaginosas y frutos secos,1995,1047573.22
"Almonds, in shell",Oleaginosas y frutos secos,1996,1292075.99
"Almonds, in shell",Oleaginosas y frutos secos,1997,1592740.14
"Almonds, in shell",Oleaginosas y frutos secos,1998,1310894.08
"Almonds, in shell",Oleaginosas y frutos secos,1999,1657150.15
"Almonds, in shell",Oleaginosas y frutos secos,2000,1452206.36
"Almonds, in shell",Oleaginosas y frutos secos,2001,1552538.32
"Almonds, in shell",Oleaginosas y frutos secos,2002,1849682.74
"Almonds, in shell",Oleaginosas y frutos secos,2003,1772632.97
"Almonds, in shell",Oleaginosas y frutos secos,2004,1610184.83
"Almonds, in shell",Oleaginosas y frutos secos,2005,1848483.01
"Almonds, in shell",Oleaginosas y frutos secos,2006,2084658.06
"Almonds, in shell",Oleaginosas y frutos secos,2007,2290027.67
"Almonds, in shell",Oleaginosas y frutos secos,2008,2475261.38
"Almonds, in shell",Oleaginosas y frutos secos,2009,2416426.05
"Almonds, in shell",Oleaginosas y frutos secos,2010,2575821.38
"Almonds, in shell",Oleaginosas y frutos secos,2011,3092565.68
"Almonds, in shell",Oleaginosas y frutos secos,2012,2917104.5
"Almonds, in shell",Oleaginosas y frutos secos,2013,2963074.79
"Almonds, in shell",Oleaginosas y frutos secos,2014,2754709.8
"Almonds, in shell",Oleaginosas y frutos secos,2015,2709235.39
"Almonds, in shell",Oleaginosas y frutos secos,2016,2868279.2
"Almonds, in shell",Oleaginosas y frutos secos,2017,3114788.78
"Almonds, in shell",Oleaginosas y frutos secos,2018,3327121.33
"Almonds, in shell",Oleaginosas y frutos secos,2019,3576259.52
"Almonds, in shell",Oleaginosas y frutos secos,2020,4169735.28
"Almonds, in shell",Oleaginosas y frutos secos,2021,4030657.0
"Almonds, in shell",Oleaginosas y frutos secos,2022,3635552.63
"Almonds, in shell",Oleaginosas y frutos secos,2023,3543261.24
"Almonds, in shell",Oleaginosas y frutos secos,2024,3951576.08
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Estimulantes y especias,1961,82455.0
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Estimulantes y especias,1962,90662.0
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Estimulantes y especias,1963,93901.0
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Estimulantes y especias,1964,89070.0
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Estimulantes y especias,1965,97260.0
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Estimulantes y especias,1966,94085.0
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Estimulantes y especias,1967,97590.0
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Estimulantes y especias,1968,116324.0
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Estimulantes y especias,1969,100479.0
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Estimulantes y especias,1970,93886.0
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Estimulantes y especias,1971,106783.0
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Estimulantes y especias,1972,108417.0
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Estimulantes y especias,1973,98420.0
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Estimulantes y especias,1974,107431.0
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Estimulantes y especias,1975,109487.0
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Estimulantes y especias,1976,135436.0
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Estimulantes y especias,1977,175047.0
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Estimulantes y especias,1978,166284.0
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Estimulantes y especias,1979,152468.0
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Estimulantes y especias,1980,173185.0
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Estimulantes y especias,1981,131810.0
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Estimulantes y especias,1982,157865.0
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Estimulantes y especias,1983,206165.0
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Estimulantes y especias,1984,164176.0
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Estimulantes y especias,1985,141664.0
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Estimulantes y especias,1986,170785.0
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Estimulantes y especias,1987,180891.0
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Estimulantes y especias,1988,276234.0
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Estimulantes y especias,1989,220249.0
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Estimulantes y especias,1990,242446.99
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Estimulantes y especias,1991,244536.6
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Estimulantes y especias,1992,532895.3
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Estimulantes y especias,1993,589837.05
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Estimulantes y especias,1994,586652.84
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Estimulantes y especias,1995,508366.69
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Estimulantes y especias,1996,499458.4
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Estimulantes y especias,1997,632567.99
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Estimulantes y especias,1998,780655.9
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Estimulantes y especias,1999,668076.99
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Estimulantes y especias,2000,556537.6
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Estimulantes y especias,2001,647641.94
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Estimulantes y especias,2002,951629.25
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Estimulantes y especias,2003,676381.11
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Estimulantes y especias,2004,1005091.22
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Estimulantes y especias,2005,739378.21
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Estimulantes y especias,2006,778901.4
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Estimulantes y especias,2007,745678.47
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Estimulantes y especias,2008,883101.49
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Estimulantes y especias,2009,834982.87
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Estimulantes y especias,2010,875711.46
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Estimulantes y especias,2011,1337042.22
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Estimulantes y especias,2012,1476635.15
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Estimulantes y especias,2013,1446020.42
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Estimulantes y especias,2014,1324208.96
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Estimulantes y especias,2015,1566454.9
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Estimulantes y especias,2016,1804222.09
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Estimulantes y especias,2017,2153866.93
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Estimulantes y especias,2018,2010397.91
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Estimulantes y especias,2019,1943657.88
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Estimulantes y especias,2020,2299556.14
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Estimulantes y especias,2021,2414901.64
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Estimulantes y especias,2022,1941852.81
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Estimulantes y especias,2023,2250152.1
"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Estimulantes y especias,2024,2672330.3
Apples,Frutas,1961,17053651.0
Apples,Frutas,1962,21694110.0
Apples,Frutas,1963,21009272.0
Apples,Frutas,1964,22231724.0
Apples,Frutas,1965,21323988.0
Apples,Frutas,1966,21762455.0
Apples,Frutas,1967,25370910.0
Apples,Frutas,1968,24087398.0
Apples,Frutas,1969,26778974.0
Apples,Frutas,1970,27005728.0
Apples,Frutas,1971,26580791.0
Apples,Frutas,1972,24759595.0
Apples,Frutas,1973,29138481.0
Apples,Frutas,1974,27121411.0
Apples,Frutas,1975,31135523.0
Apples,Frutas,1976,31406940.0
Apples,Frutas,1977,30490589.0
Apples,Frutas,1978,32486840.0
Apples,Frutas,1979,36556334.0
Apples,Frutas,1980,33942609.0
Apples,Frutas,1981,32667138.0
Apples,Frutas,1982,40496873.0
Apples,Frutas,1983,39795515.0
Apples,Frutas,1984,39814942.0
Apples,Frutas,1985,38908542.0
Apples,Frutas,1986,42595784.0
Apples,Frutas,1987,38462837.0
Apples,Frutas,1988,42688532.0
Apples,Frutas,1989,42464226.0
Apples,Frutas,1990,40912868.3
Apples,Frutas,1991,35991124.39
Apples,Frutas,1992,44263659.98
Apples,Frutas,1993,47727079.78
Apples,Frutas,1994,46468250.48
Apples,Frutas,1995,48852052.75
Apples,Frutas,1996,54337383.25
Apples,Frutas,1997,56003557.25
Apples,Frutas,1998,54927433.38
Apples,Frutas,1999,56989864.97
Apples,Frutas,2000,59129865.46
Apples,Frutas,2001,57098257.03
Apples,Frutas,2002,55300636.3
Apples,Frutas,2003,58099822.54
Apples,Frutas,2004,62238526.48
Apples,Frutas,2005,61903267.33
Apples,Frutas,2006,63250892.24
Apples,Frutas,2007,65664355.48
Apples,Frutas,2008,69039945.48
Apples,Frutas,2009,71641631.9
Apples,Frutas,2010,71189887.87
Apples,Frutas,2011,77076205.12
Apples,Frutas,2012,78600073.96
Apples,Frutas,2013,82833020.78
Apples,Frutas,2014,85346569.83
Apples,Frutas,2015,82464169.85
Apples,Frutas,2016,85099481.43
Apples,Frutas,2017,83087383.88
Apples,Frutas,2018,85927671.61
Apples,Frutas,2019,87415212.22
Apples,Frutas,2020,90642880.52
Apples,Frutas,2021,93718173.69
Apples,Frutas,2022,95594342.32
Apples,Frutas,2023,97431609.58
Apples,Frutas,2024,97880076.32
Apricots,Frutas,1961,1317607.0
Apricots,Frutas,1962,1087534.0
Apricots,Frutas,1963,1318117.0
Apricots,Frutas,1964,1291201.0
Apricots,Frutas,1965,1362005.0
Apricots,Frutas,1966,1268849.0
Apricots,Frutas,1967,1562896.0
Apricots,Frutas,1968,1532289.0
Apricots,Frutas,1969,1618039.0
Apricots,Frutas,1970,1630277.0
Apricots,Frutas,1971,1475632.0
Apricots,Frutas,1972,1508780.0
Apricots,Frutas,1973,1701975.0
Apricots,Frutas,1974,1719960.0
Apricots,Frutas,1975,1546572.0
Apricots,Frutas,1976,1790840.0
Apricots,Frutas,1977,1517020.0
Apricots,Frutas,1978,1534821.0
Apricots,Frutas,1979,1505945.0
Apricots,Frutas,1980,1734556.0
Apricots,Frutas,1981,1860438.0
Apricots,Frutas,1982,1869665.0
Apricots,Frutas,1983,2003532.0
Apricots,Frutas,1984,1987417.0
Apricots,Frutas,1985,2028885.0
Apricots,Frutas,1986,2079897.0
Apricots,Frutas,1987,1895085.0
Apricots,Frutas,1988,2221037.0
Apricots,Frutas,1989,2401631.0
Apricots,Frutas,1990,2189110.22
Apricots,Frutas,1991,2027541.06
Apricots,Frutas,1992,2482842.55
Apricots,Frutas,1993,2296008.9
Apricots,Frutas,1994,2516545.46
Apricots,Frutas,1995,2088726.54
Apricots,Frutas,1996,2563289.17
Apricots,Frutas,1997,2404555.73
Apricots,Frutas,1998,2500417.71
Apricots,Frutas,1999,2641406.93
Apricots,Frutas,2000,2863010.33
Apricots,Frutas,2001,2641008.92
Apricots,Frutas,2002,2616307.06
Apricots,Frutas,2003,2891451.52
Apricots,Frutas,2004,2784214.28
Apricots,Frutas,2005,3625967.85
Apricots,Frutas,2006,3462297.04
Apricots,Frutas,2007,3294151.69
Apricots,Frutas,2008,3685125.53
Apricots,Frutas,2009,3756410.34
Apricots,Frutas,2010,3303442.78
Apricots,Frutas,2011,3811997.27
Apricots,Frutas,2012,3861845.21
Apricots,Frutas,2013,4089788.85
Apricots,Frutas,2014,3332797.96
Apricots,Frutas,2015,3942139.7
Apricots,Frutas,2016,4218983.6
Apricots,Frutas,2017,4819822.93
Apricots,Frutas,2018,3929606.99
Apricots,Frutas,2019,4102391.88
Apricots,Frutas,2020,3755991.02
Apricots,Frutas,2021,3687225.09
Apricots,Frutas,2022,3964884.21
Apricots,Frutas,2023,3990426.67
Apricots,Frutas,2024,4598078.78
Areca nuts,Oleaginosas y frutos secos,1961,214214.0
Areca nuts,Oleaginosas y frutos secos,1962,205239.0
Areca nuts,Oleaginosas y frutos secos,1963,210234.0
Areca nuts,Oleaginosas y frutos secos,1964,211752.0
Areca nuts,Oleaginosas y frutos secos,1965,201733.0
Areca nuts,Oleaginosas y frutos secos,1966,185192.0
Areca nuts,Oleaginosas y frutos secos,1967,200225.0
Areca nuts,Oleaginosas y frutos secos,1968,207901.0
Areca nuts,Oleaginosas y frutos secos,1969,209511.0
Areca nuts,Oleaginosas y frutos secos,1970,207580.0
Areca nuts,Oleaginosas y frutos secos,1971,211648.0
Areca nuts,Oleaginosas y frutos secos,1972,223661.0
Areca nuts,Oleaginosas y frutos secos,1973,220945.0
Areca nuts,Oleaginosas y frutos secos,1974,244178.0
Areca nuts,Oleaginosas y frutos secos,1975,242230.0
Areca nuts,Oleaginosas y frutos secos,1976,240472.0
Areca nuts,Oleaginosas y frutos secos,1977,250555.0
Areca nuts,Oleaginosas y frutos secos,1978,265912.0
Areca nuts,Oleaginosas y frutos secos,1979,270588.0
Areca nuts,Oleaginosas y frutos secos,1980,271277.0
Areca nuts,Oleaginosas y frutos secos,1981,291621.0
Areca nuts,Oleaginosas y frutos secos,1982,290417.0
Areca nuts,Oleaginosas y frutos secos,1983,327106.0
Areca nuts,Oleaginosas y frutos secos,1984,315358.0
Areca nuts,Oleaginosas y frutos secos,1985,364563.0
Areca nuts,Oleaginosas y frutos secos,1986,368325.0
Areca nuts,Oleaginosas y frutos secos,1987,370146.0
Areca nuts,Oleaginosas y frutos secos,1988,406774.0
Areca nuts,Oleaginosas y frutos secos,1989,448705.0
Areca nuts,Oleaginosas y frutos secos,1990,502793.76
Areca nuts,Oleaginosas y frutos secos,1991,496934.44
Areca nuts,Oleaginosas y frutos secos,1992,506431.21
Areca nuts,Oleaginosas y frutos secos,1993,541094.62
Areca nuts,Oleaginosas y frutos secos,1994,574516.82
Areca nuts,Oleaginosas y frutos secos,1995,622635.89
Areca nuts,Oleaginosas y frutos secos,1996,635766.12
Areca nuts,Oleaginosas y frutos secos,1997,647947.8
Areca nuts,Oleaginosas y frutos secos,1998,710445.36
Areca nuts,Oleaginosas y frutos secos,1999,698428.69
Areca nuts,Oleaginosas y frutos secos,2000,727362.9
Areca nuts,Oleaginosas y frutos secos,2001,766944.0
Areca nuts,Oleaginosas y frutos secos,2002,832557.02
Areca nuts,Oleaginosas y frutos secos,2003,873628.38
Areca nuts,Oleaginosas y frutos secos,2004,916136.35
Areca nuts,Oleaginosas y frutos secos,2005,956646.27
Areca nuts,Oleaginosas y frutos secos,2006,1024990.0
Areca nuts,Oleaginosas y frutos secos,2007,1056375.0
Areca nuts,Oleaginosas y frutos secos,2008,1074331.0
Areca nuts,Oleaginosas y frutos secos,2009,1102023.0
Areca nuts,Oleaginosas y frutos secos,2010,1086449.0
Areca nuts,Oleaginosas y frutos secos,2011,1213600.0
Areca nuts,Oleaginosas y frutos secos,2012,1491728.0
Areca nuts,Oleaginosas y frutos secos,2013,1359600.7
Areca nuts,Oleaginosas y frutos secos,2014,1270501.42
Areca nuts,Oleaginosas y frutos secos,2015,1407838.22
Areca nuts,Oleaginosas y frutos secos,2016,1452543.15
Areca nuts,Oleaginosas y frutos secos,2017,1446137.62
Areca nuts,Oleaginosas y frutos secos,2018,1558788.75
Areca nuts,Oleaginosas y frutos secos,2019,1725499.38
Areca nuts,Oleaginosas y frutos secos,2020,2230180.84
Areca nuts,Oleaginosas y frutos secos,2021,2474711.3
Areca nuts,Oleaginosas y frutos secos,2022,2565720.85
Areca nuts,Oleaginosas y frutos secos,2023,2276039.09
Areca nuts,Oleaginosas y frutos secos,2024,2331981.73
Artichokes,Hortalizas,1961,855442.0
Artichokes,Hortalizas,1962,762372.0
Artichokes,Hortalizas,1963,708759.0
Artichokes,Hortalizas,1964,945747.0
Artichokes,Hortalizas,1965,1063352.0
Artichokes,Hortalizas,1966,1093257.0
Artichokes,Hortalizas,1967,1127804.0
Artichokes,Hortalizas,1968,1053363.0
Artichokes,Hortalizas,1969,1126999.0
Artichokes,Hortalizas,1970,1276057.0
Artichokes,Hortalizas,1971,1368640.0
Artichokes,Hortalizas,1972,1403474.0
Artichokes,Hortalizas,1973,1368111.0
Artichokes,Hortalizas,1974,1397116.0
Artichokes,Hortalizas,1975,1280066.0
Artichokes,Hortalizas,1976,1245582.0
Artichokes,Hortalizas,1977,1155025.0
Artichokes,Hortalizas,1978,1335607.0
Artichokes,Hortalizas,1979,1090391.0
Artichokes,Hortalizas,1980,1254405.0
Artichokes,Hortalizas,1981,1164973.0
Artichokes,Hortalizas,1982,1184349.0
Artichokes,Hortalizas,1983,1119356.0
Artichokes,Hortalizas,1984,1142460.0
Artichokes,Hortalizas,1985,1016894.0
Artichokes,Hortalizas,1986,1189494.0
Artichokes,Hortalizas,1987,1130040.0
Artichokes,Hortalizas,1988,1268859.0
Artichokes,Hortalizas,1989,1348239.0
Artichokes,Hortalizas,1990,1333471.0
Artichokes,Hortalizas,1991,1328720.01
Artichokes,Hortalizas,1992,1249380.08
Artichokes,Hortalizas,1993,1170458.7
Artichokes,Hortalizas,1994,1207992.8
Artichokes,Hortalizas,1995,1161778.77
Artichokes,Hortalizas,1996,1136215.41
Artichokes,Hortalizas,1997,1254855.26
Artichokes,Hortalizas,1998,1247457.73
Artichokes,Hortalizas,1999,1238238.77
Artichokes,Hortalizas,2000,1322123.45
Artichokes,Hortalizas,2001,1247889.87
Artichokes,Hortalizas,2002,1264268.98
Artichokes,Hortalizas,2003,1257052.93
Artichokes,Hortalizas,2004,1348058.98
Artichokes,Hortalizas,2005,1258847.77
Artichokes,Hortalizas,2006,1394853.39
Artichokes,Hortalizas,2007,1466483.75
Artichokes,Hortalizas,2008,1462275.23
Artichokes,Hortalizas,2009,1481362.62
Artichokes,Hortalizas,2010,1433335.89
Artichokes,Hortalizas,2011,1476821.71
Artichokes,Hortalizas,2012,1557009.03
Artichokes,Hortalizas,2013,1549901.17
Artichokes,Hortalizas,2014,1512583.67
Artichokes,Hortalizas,2015,1388594.98
Artichokes,Hortalizas,2016,1343108.23
Artichokes,Hortalizas,2017,1587930.94
Artichokes,Hortalizas,2018,1558154.51
Artichokes,Hortalizas,2019,1507352.45
Artichokes,Hortalizas,2020,1444936.5
Artichokes,Hortalizas,2021,1663643.98
Artichokes,Hortalizas,2022,1586916.68
Artichokes,Hortalizas,2023,1755627.76
Artichokes,Hortalizas,2024,1732463.4
Asparagus,Hortalizas,1961,1695701.0
Asparagus,Hortalizas,1962,1379606.0
Asparagus,Hortalizas,1963,1291043.0
Asparagus,Hortalizas,1964,1207568.0
Asparagus,Hortalizas,1965,1228842.0
Asparagus,Hortalizas,1966,1247071.0
Asparagus,Hortalizas,1967,1222070.0
Asparagus,Hortalizas,1968,1328756.0
Asparagus,Hortalizas,1969,1398664.0
Asparagus,Hortalizas,1970,1113572.0
Asparagus,Hortalizas,1971,1231942.0
Asparagus,Hortalizas,1972,1147798.0
Asparagus,Hortalizas,1973,1233105.0
Asparagus,Hortalizas,1974,1252871.0
Asparagus,Hortalizas,1975,1223169.0
Asparagus,Hortalizas,1976,1258216.0
Asparagus,Hortalizas,1977,1272569.0
Asparagus,Hortalizas,1978,1264951.0
Asparagus,Hortalizas,1979,1306260.0
Asparagus,Hortalizas,1980,1252898.0
Asparagus,Hortalizas,1981,1354656.0
Asparagus,Hortalizas,1982,1389783.0
Asparagus,Hortalizas,1983,1395671.0
Asparagus,Hortalizas,1984,1435224.0
Asparagus,Hortalizas,1985,1486065.0
Asparagus,Hortalizas,1986,1592985.0
Asparagus,Hortalizas,1987,1733698.0
Asparagus,Hortalizas,1988,1758617.0
Asparagus,Hortalizas,1989,1837078.0
Asparagus,Hortalizas,1990,2012820.0
Asparagus,Hortalizas,1991,2139182.35
Asparagus,Hortalizas,1992,2228651.58
Asparagus,Hortalizas,1993,2699509.54
Asparagus,Hortalizas,1994,2921779.89
Asparagus,Hortalizas,1995,3005813.03
Asparagus,Hortalizas,1996,3321796.34
Asparagus,Hortalizas,1997,3501494.53
Asparagus,Hortalizas,1998,3654790.74
Asparagus,Hortalizas,1999,3960944.41
Asparagus,Hortalizas,2000,4640819.28
Asparagus,Hortalizas,2001,4966941.74
Asparagus,Hortalizas,2002,5751719.03
Asparagus,Hortalizas,2003,6269841.59
Asparagus,Hortalizas,2004,6621192.04
Asparagus,Hortalizas,2005,6706236.9
Asparagus,Hortalizas,2006,6932564.91
Asparagus,Hortalizas,2007,7094036.33
Asparagus,Hortalizas,2008,7216644.32
Asparagus,Hortalizas,2009,7364717.59
Asparagus,Hortalizas,2010,7487630.97
Asparagus,Hortalizas,2011,8191163.66
Asparagus,Hortalizas,2012,8283095.0
Asparagus,Hortalizas,2013,7935607.6
