Item,Familia,Year,Production_t
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Hortalizas,1984,8899787.0
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Hortalizas,1985,9639460.0
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Hortalizas,1986,9855626.0
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Hortalizas,1987,10168094.0
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Hortalizas,1988,10283712.0
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Hortalizas,1989,10560365.0
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Hortalizas,1990,10862787.04
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Hortalizas,1991,10943848.36
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Hortalizas,1992,11339619.61
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Hortalizas,1993,12287705.11
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Hortalizas,1994,13079822.34
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Hortalizas,1995,14202386.66
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Hortalizas,1996,16591014.99
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Hortalizas,1997,17529098.42
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Hortalizas,1998,18770891.09
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Hortalizas,1999,19767782.97
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Hortalizas,2000,21243496.45
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Hortalizas,2001,21835011.96
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Hortalizas,2002,22997825.22
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Hortalizas,2003,24843344.19
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Hortalizas,2004,24858911.24
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Hortalizas,2005,25612102.13
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Hortalizas,2006,26983118.92
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Hortalizas,2007,27722100.9
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Hortalizas,2008,28464134.15
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Hortalizas,2009,29177680.81
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Hortalizas,2010,30183049.27
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Hortalizas,2011,30949670.24
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Hortalizas,2012,31989542.33
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Hortalizas,2013,32800971.74
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Hortalizas,2014,34361908.22
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Hortalizas,2015,36111024.5
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Hortalizas,2016,37420355.52
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Hortalizas,2017,39819253.67
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Hortalizas,2018,40587482.99
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Hortalizas,2019,41071231.06
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Hortalizas,2020,41943000.38
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Hortalizas,2021,42400770.1
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Hortalizas,2022,43998814.71
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Hortalizas,2023,44435432.35
"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Hortalizas,2024,44772071.76
"Cinnamon and cinnamon-tree flowers, raw",Estimulantes y especias,1961,19912.0
"Cinnamon and cinnamon-tree flowers, raw",Estimulantes y especias,1962,22025.0
"Cinnamon and cinnamon-tree flowers, raw",Estimulantes y especias,1963,20385.0
"Cinnamon and cinnamon-tree flowers, raw",Estimulantes y especias,1964,19889.0
"Cinnamon and cinnamon-tree flowers, raw",Estimulantes y especias,1965,19692.0
"Cinnamon and cinnamon-tree flowers, raw",Estimulantes y especias,1966,15455.0
"Cinnamon and cinnamon-tree flowers, raw",Estimulantes y especias,1967,22290.0
"Cinnamon and cinnamon-tree flowers, raw",Estimulantes y especias,1968,20896.0
"Cinnamon and cinnamon-tree flowers, raw",Estimulantes y especias,1969,24370.0
"Cinnamon and cinnamon-tree flowers, raw",Estimulantes y especias,1970,19316.0
"Cinnamon and cinnamon-tree flowers, raw",Estimulantes y especias,1971,24007.0
"Cinnamon and cinnamon-tree flowers, raw",Estimulantes y especias,1972,22616.0
"Cinnamon and cinnamon-tree flowers, raw",Estimulantes y especias,1973,25503.0
"Cinnamon and cinnamon-tree flowers, raw",Estimulantes y especias,1974,25319.0
"Cinnamon and cinnamon-tree flowers, raw",Estimulantes y especias,1975,24184.0
"Cinnamon and cinnamon-tree flowers, raw",Estimulantes y especias,1976,24905.0
"Cinnamon and cinnamon-tree flowers, raw",Estimulantes y especias,1977,26122.0
"Cinnamon and cinnamon-tree flowers, raw",Estimulantes y especias,1978,31391.0
"Cinnamon and cinnamon-tree flowers, raw",Estimulantes y especias,1979,30297.0
"Cinnamon and cinnamon-tree flowers, raw",Estimulantes y especias,1980,32292.0
"Cinnamon and cinnamon-tree flowers, raw",Estimulantes y especias,1981,36320.0
"Cinnamon and cinnamon-tree flowers, raw",Estimulantes y especias,1982,38621.0
"Cinnamon and cinnamon-tree flowers, raw",Estimulantes y especias,1983,45112.0
"Cinnamon and cinnamon-tree flowers, raw",Estimulantes y especias,1984,50036.0
"Cinnamon and cinnamon-tree flowers, raw",Estimulantes y especias,1985,53308.0
"Cinnamon and cinnamon-tree flowers, raw",Estimulantes y especias,1986,54311.0
"Cinnamon and cinnamon-tree flowers, raw",Estimulantes y especias,1987,60507.0
"Cinnamon and cinnamon-tree flowers, raw",Estimulantes y especias,1988,63312.0
"Cinnamon and cinnamon-tree flowers, raw",Estimulantes y especias,1989,62098.0
"Cinnamon and cinnamon-tree flowers, raw",Estimulantes y especias,1990,61195.25
"Cinnamon and cinnamon-tree flowers, raw",Estimulantes y especias,1991,64588.14
"Cinnamon and cinnamon-tree flowers, raw",Estimulantes y especias,1992,67884.76
"Cinnamon and cinnamon-tree flowers, raw",Estimulantes y especias,1993,73639.49
"Cinnamon and cinnamon-tree flowers, raw",Estimulantes y especias,1994,73965.41
"Cinnamon and cinnamon-tree flowers, raw",Estimulantes y especias,1995,81300.31
"Cinnamon and cinnamon-tree flowers, raw",Estimulantes y especias,1996,85819.96
"Cinnamon and cinnamon-tree flowers, raw",Estimulantes y especias,1997,85445.67
"Cinnamon and cinnamon-tree flowers, raw",Estimulantes y especias,1998,90681.54
"Cinnamon and cinnamon-tree flowers, raw",Estimulantes y especias,1999,92199.16
"Cinnamon and cinnamon-tree flowers, raw",Estimulantes y especias,2000,101465.67
"Cinnamon and cinnamon-tree flowers, raw",Estimulantes y especias,2001,100199.02
"Cinnamon and cinnamon-tree flowers, raw",Estimulantes y especias,2002,110864.13
"Cinnamon and cinnamon-tree flowers, raw",Estimulantes y especias,2003,132821.55
"Cinnamon and cinnamon-tree flowers, raw",Estimulantes y especias,2004,172188.21
"Cinnamon and cinnamon-tree flowers, raw",Estimulantes y especias,2005,175585.87
"Cinnamon and cinnamon-tree flowers, raw",Estimulantes y especias,2006,184067.36
"Cinnamon and cinnamon-tree flowers, raw",Estimulantes y especias,2007,190202.81
"Cinnamon and cinnamon-tree flowers, raw",Estimulantes y especias,2008,192025.71
"Cinnamon and cinnamon-tree flowers, raw",Estimulantes y especias,2009,200989.93
"Cinnamon and cinnamon-tree flowers, raw",Estimulantes y especias,2010,190853.62
"Cinnamon and cinnamon-tree flowers, raw",Estimulantes y especias,2011,198819.35
"Cinnamon and cinnamon-tree flowers, raw",Estimulantes y especias,2012,204014.27
"Cinnamon and cinnamon-tree flowers, raw",Estimulantes y especias,2013,208747.02
"Cinnamon and cinnamon-tree flowers, raw",Estimulantes y especias,2014,212946.5
"Cinnamon and cinnamon-tree flowers, raw",Estimulantes y especias,2015,213334.06
"Cinnamon and cinnamon-tree flowers, raw",Estimulantes y especias,2016,210314.81
"Cinnamon and cinnamon-tree flowers, raw",Estimulantes y especias,2017,211496.32
"Cinnamon and cinnamon-tree flowers, raw",Estimulantes y especias,2018,222127.0
"Cinnamon and cinnamon-tree flowers, raw",Estimulantes y especias,2019,223127.67
"Cinnamon and cinnamon-tree flowers, raw",Estimulantes y especias,2020,211321.38
"Cinnamon and cinnamon-tree flowers, raw",Estimulantes y especias,2021,242122.09
"Cinnamon and cinnamon-tree flowers, raw",Estimulantes y especias,2022,236960.43
"Cinnamon and cinnamon-tree flowers, raw",Estimulantes y especias,2023,240516.33
"Cinnamon and cinnamon-tree flowers, raw",Estimulantes y especias,2024,244815.39
"Cloves (whole stems), raw",Estimulantes y especias,1961,27770.0
"Cloves (whole stems), raw",Estimulantes y especias,1962,19090.0
"Cloves (whole stems), raw",Estimulantes y especias,1963,26470.0
"Cloves (whole stems), raw",Estimulantes y especias,1964,29380.0
"Cloves (whole stems), raw",Estimulantes y especias,1965,26515.0
"Cloves (whole stems), raw",Estimulantes y especias,1966,35660.0
"Cloves (whole stems), raw",Estimulantes y especias,1967,39761.0
"Cloves (whole stems), raw",Estimulantes y especias,1968,33996.0
"Cloves (whole stems), raw",Estimulantes y especias,1969,23876.0
"Cloves (whole stems), raw",Estimulantes y especias,1970,34373.0
"Cloves (whole stems), raw",Estimulantes y especias,1971,29371.0
"Cloves (whole stems), raw",Estimulantes y especias,1972,34475.0
"Cloves (whole stems), raw",Estimulantes y especias,1973,45771.0
"Cloves (whole stems), raw",Estimulantes y especias,1974,44113.0
"Cloves (whole stems), raw",Estimulantes y especias,1975,38201.0
"Cloves (whole stems), raw",Estimulantes y especias,1976,44555.0
"Cloves (whole stems), raw",Estimulantes y especias,1977,64601.0
"Cloves (whole stems), raw",Estimulantes y especias,1978,39558.0
"Cloves (whole stems), raw",Estimulantes y especias,1979,36506.0
"Cloves (whole stems), raw",Estimulantes y especias,1980,55697.0
"Cloves (whole stems), raw",Estimulantes y especias,1981,48416.0
"Cloves (whole stems), raw",Estimulantes y especias,1982,47775.0
"Cloves (whole stems), raw",Estimulantes y especias,1983,56121.0
"Cloves (whole stems), raw",Estimulantes y especias,1984,80548.0
"Cloves (whole stems), raw",Estimulantes y especias,1985,59605.0
"Cloves (whole stems), raw",Estimulantes y especias,1986,71968.0
"Cloves (whole stems), raw",Estimulantes y especias,1987,82101.0
"Cloves (whole stems), raw",Estimulantes y especias,1988,107146.0
"Cloves (whole stems), raw",Estimulantes y especias,1989,70713.0
"Cloves (whole stems), raw",Estimulantes y especias,1990,82156.91
"Cloves (whole stems), raw",Estimulantes y especias,1991,113606.89
"Cloves (whole stems), raw",Estimulantes y especias,1992,89742.88
"Cloves (whole stems), raw",Estimulantes y especias,1993,89594.28
"Cloves (whole stems), raw",Estimulantes y especias,1994,102221.3
"Cloves (whole stems), raw",Estimulantes y especias,1995,108402.0
"Cloves (whole stems), raw",Estimulantes y especias,1996,87681.07
"Cloves (whole stems), raw",Estimulantes y especias,1997,81717.94
"Cloves (whole stems), raw",Estimulantes y especias,1998,92950.18
"Cloves (whole stems), raw",Estimulantes y especias,1999,80436.85
"Cloves (whole stems), raw",Estimulantes y especias,2000,86033.5
"Cloves (whole stems), raw",Estimulantes y especias,2001,99898.6
"Cloves (whole stems), raw",Estimulantes y especias,2002,107385.9
"Cloves (whole stems), raw",Estimulantes y especias,2003,153071.64
"Cloves (whole stems), raw",Estimulantes y especias,2004,110207.14
"Cloves (whole stems), raw",Estimulantes y especias,2005,105056.89
"Cloves (whole stems), raw",Estimulantes y especias,2006,88810.78
"Cloves (whole stems), raw",Estimulantes y especias,2007,109295.3
"Cloves (whole stems), raw",Estimulantes y especias,2008,99627.98
"Cloves (whole stems), raw",Estimulantes y especias,2009,111487.89
"Cloves (whole stems), raw",Estimulantes y especias,2010,128002.79
"Cloves (whole stems), raw",Estimulantes y especias,2011,104356.43
"Cloves (whole stems), raw",Estimulantes y especias,2012,132572.37
"Cloves (whole stems), raw",Estimulantes y especias,2013,145499.71
"Cloves (whole stems), raw",Estimulantes y especias,2014,165618.29
"Cloves (whole stems), raw",Estimulantes y especias,2015,184250.11
"Cloves (whole stems), raw",Estimulantes y especias,2016,189585.94
"Cloves (whole stems), raw",Estimulantes y especias,2017,163927.93
"Cloves (whole stems), raw",Estimulantes y especias,2018,179965.16
"Cloves (whole stems), raw",Estimulantes y especias,2019,187439.08
"Cloves (whole stems), raw",Estimulantes y especias,2020,195820.64
"Cloves (whole stems), raw",Estimulantes y especias,2021,184963.88
"Cloves (whole stems), raw",Estimulantes y especias,2022,186581.58
"Cloves (whole stems), raw",Estimulantes y especias,2023,184040.05
"Cloves (whole stems), raw",Estimulantes y especias,2024,198941.01
Cocoa beans,Oleaginosas y frutos secos,1961,1186344.0
Cocoa beans,Oleaginosas y frutos secos,1962,1213517.0
Cocoa beans,Oleaginosas y frutos secos,1963,1280491.0
Cocoa beans,Oleaginosas y frutos secos,1964,1544590.0
Cocoa beans,Oleaginosas y frutos secos,1965,1229159.0
Cocoa beans,Oleaginosas y frutos secos,1966,1344376.0
Cocoa beans,Oleaginosas y frutos secos,1967,1390511.0
Cocoa beans,Oleaginosas y frutos secos,1968,1246581.0
Cocoa beans,Oleaginosas y frutos secos,1969,1418863.0
Cocoa beans,Oleaginosas y frutos secos,1970,1543399.0
Cocoa beans,Oleaginosas y frutos secos,1971,1638853.0
Cocoa beans,Oleaginosas y frutos secos,1972,1510723.0
Cocoa beans,Oleaginosas y frutos secos,1973,1402063.0
Cocoa beans,Oleaginosas y frutos secos,1974,1556439.0
Cocoa beans,Oleaginosas y frutos secos,1975,1561625.0
Cocoa beans,Oleaginosas y frutos secos,1976,1366511.0
Cocoa beans,Oleaginosas y frutos secos,1977,1452505.0
Cocoa beans,Oleaginosas y frutos secos,1978,1495374.0
Cocoa beans,Oleaginosas y frutos secos,1979,1659869.0
Cocoa beans,Oleaginosas y frutos secos,1980,1670637.0
Cocoa beans,Oleaginosas y frutos secos,1981,1735254.0
Cocoa beans,Oleaginosas y frutos secos,1982,1615319.0
Cocoa beans,Oleaginosas y frutos secos,1983,1604641.0
Cocoa beans,Oleaginosas y frutos secos,1984,1810579.0
Cocoa beans,Oleaginosas y frutos secos,1985,2013982.0
Cocoa beans,Oleaginosas y frutos secos,1986,2118377.0
Cocoa beans,Oleaginosas y frutos secos,1987,2055901.0
Cocoa beans,Oleaginosas y frutos secos,1988,2563305.0
Cocoa beans,Oleaginosas y frutos secos,1989,2640977.0
Cocoa beans,Oleaginosas y frutos secos,1990,2532122.0
Cocoa beans,Oleaginosas y frutos secos,1991,2521945.83
Cocoa beans,Oleaginosas y frutos secos,1992,2677030.92
Cocoa beans,Oleaginosas y frutos secos,1993,2672283.72
Cocoa beans,Oleaginosas y frutos secos,1994,2671268.65
Cocoa beans,Oleaginosas y frutos secos,1995,2985764.79
Cocoa beans,Oleaginosas y frutos secos,1996,3237670.67
Cocoa beans,Oleaginosas y frutos secos,1997,3017083.12
Cocoa beans,Oleaginosas y frutos secos,1998,3302840.27
Cocoa beans,Oleaginosas y frutos secos,1999,2975444.16
Cocoa beans,Oleaginosas y frutos secos,2000,3338446.71
Cocoa beans,Oleaginosas y frutos secos,2001,3222354.04
Cocoa beans,Oleaginosas y frutos secos,2002,3298178.12
Cocoa beans,Oleaginosas y frutos secos,2003,3705144.75
Cocoa beans,Oleaginosas y frutos secos,2004,4069753.28
Cocoa beans,Oleaginosas y frutos secos,2005,4043867.67
Cocoa beans,Oleaginosas y frutos secos,2006,4299922.41
Cocoa beans,Oleaginosas y frutos secos,2007,3898909.87
Cocoa beans,Oleaginosas y frutos secos,2008,4265983.94
Cocoa beans,Oleaginosas y frutos secos,2009,4211454.86
Cocoa beans,Oleaginosas y frutos secos,2010,4328769.53
Cocoa beans,Oleaginosas y frutos secos,2011,4553617.54
Cocoa beans,Oleaginosas y frutos secos,2012,4613754.52
Cocoa beans,Oleaginosas y frutos secos,2013,4486395.35
Cocoa beans,Oleaginosas y frutos secos,2014,4742114.16
Cocoa beans,Oleaginosas y frutos secos,2015,4817236.1
Cocoa beans,Oleaginosas y frutos secos,2016,4777618.84
Cocoa beans,Oleaginosas y frutos secos,2017,5235269.43
Cocoa beans,Oleaginosas y frutos secos,2018,5505866.86
Cocoa beans,Oleaginosas y frutos secos,2019,5520075.04
Cocoa beans,Oleaginosas y frutos secos,2020,5683749.12
Cocoa beans,Oleaginosas y frutos secos,2021,5771232.95
Cocoa beans,Oleaginosas y frutos secos,2022,5622905.92
Cocoa beans,Oleaginosas y frutos secos,2023,5123485.83
Cocoa beans,Oleaginosas y frutos secos,2024,5233245.33
"Coconuts, in shell",Oleaginosas y frutos secos,1961,23728295.0
"Coconuts, in shell",Oleaginosas y frutos secos,1962,25566163.0
"Coconuts, in shell",Oleaginosas y frutos secos,1963,26055840.0
"Coconuts, in shell",Oleaginosas y frutos secos,1964,25937591.0
"Coconuts, in shell",Oleaginosas y frutos secos,1965,25391883.0
"Coconuts, in shell",Oleaginosas y frutos secos,1966,26126333.0
"Coconuts, in shell",Oleaginosas y frutos secos,1967,25665958.0
"Coconuts, in shell",Oleaginosas y frutos secos,1968,25997749.0
"Coconuts, in shell",Oleaginosas y frutos secos,1969,25227205.0
"Coconuts, in shell",Oleaginosas y frutos secos,1970,26151865.0
"Coconuts, in shell",Oleaginosas y frutos secos,1971,28490580.0
"Coconuts, in shell",Oleaginosas y frutos secos,1972,29910187.0
"Coconuts, in shell",Oleaginosas y frutos secos,1973,27853472.0
"Coconuts, in shell",Oleaginosas y frutos secos,1974,26521040.0
"Coconuts, in shell",Oleaginosas y frutos secos,1975,30599032.0
"Coconuts, in shell",Oleaginosas y frutos secos,1976,33461451.0
"Coconuts, in shell",Oleaginosas y frutos secos,1977,31913682.0
"Coconuts, in shell",Oleaginosas y frutos secos,1978,32533967.0
"Coconuts, in shell",Oleaginosas y frutos secos,1979,31061641.0
"Coconuts, in shell",Oleaginosas y frutos secos,1980,32014534.0
"Coconuts, in shell",Oleaginosas y frutos secos,1981,33862245.0
"Coconuts, in shell",Oleaginosas y frutos secos,1982,33314578.0
"Coconuts, in shell",Oleaginosas y frutos secos,1983,32358048.0
"Coconuts, in shell",Oleaginosas y frutos secos,1984,31266223.0
"Coconuts, in shell",Oleaginosas y frutos secos,1985,35720893.0
"Coconuts, in shell",Oleaginosas y frutos secos,1986,38753890.0
"Coconuts, in shell",Oleaginosas y frutos secos,1987,38511439.0
"Coconuts, in shell",Oleaginosas y frutos secos,1988,37104790.0
"Coconuts, in shell",Oleaginosas y frutos secos,1989,38130451.0
"Coconuts, in shell",Oleaginosas y frutos secos,1990,43279843.0
"Coconuts, in shell",Oleaginosas y frutos secos,1991,44306072.76
"Coconuts, in shell",Oleaginosas y frutos secos,1992,45960146.25
"Coconuts, in shell",Oleaginosas y frutos secos,1993,47385049.01
"Coconuts, in shell",Oleaginosas y frutos secos,1994,48867280.83
"Coconuts, in shell",Oleaginosas y frutos secos,1995,50650048.85
"Coconuts, in shell",Oleaginosas y frutos secos,1996,49776349.65
"Coconuts, in shell",Oleaginosas y frutos secos,1997,50462992.74
"Coconuts, in shell",Oleaginosas y frutos secos,1998,49324765.23
"Coconuts, in shell",Oleaginosas y frutos secos,1999,49598279.13
"Coconuts, in shell",Oleaginosas y frutos secos,2000,51662827.02
"Coconuts, in shell",Oleaginosas y frutos secos,2001,52438833.82
"Coconuts, in shell",Oleaginosas y frutos secos,2002,54014127.1
"Coconuts, in shell",Oleaginosas y frutos secos,2003,54776515.19
"Coconuts, in shell",Oleaginosas y frutos secos,2004,55570723.63
"Coconuts, in shell",Oleaginosas y frutos secos,2005,58353299.71
"Coconuts, in shell",Oleaginosas y frutos secos,2006,58835857.68
"Coconuts, in shell",Oleaginosas y frutos secos,2007,62895973.8
"Coconuts, in shell",Oleaginosas y frutos secos,2008,61137135.38
"Coconuts, in shell",Oleaginosas y frutos secos,2009,62113059.12
"Coconuts, in shell",Oleaginosas y frutos secos,2010,61088269.17
"Coconuts, in shell",Oleaginosas y frutos secos,2011,59828359.27
"Coconuts, in shell",Oleaginosas y frutos secos,2012,62546085.78
"Coconuts, in shell",Oleaginosas y frutos secos,2013,62333300.83
"Coconuts, in shell",Oleaginosas y frutos secos,2014,62006610.49
"Coconuts, in shell",Oleaginosas y frutos secos,2015,60763954.6
"Coconuts, in shell",Oleaginosas y frutos secos,2016,60089691.31
"Coconuts, in shell",Oleaginosas y frutos secos,2017,58985214.63
"Coconuts, in shell",Oleaginosas y frutos secos,2018,65458855.67
"Coconuts, in shell",Oleaginosas y frutos secos,2019,63864812.75
"Coconuts, in shell",Oleaginosas y frutos secos,2020,61680060.68
"Coconuts, in shell",Oleaginosas y frutos secos,2021,64152854.14
"Coconuts, in shell",Oleaginosas y frutos secos,2022,63715316.36
"Coconuts, in shell",Oleaginosas y frutos secos,2023,64974429.8
"Coconuts, in shell",Oleaginosas y frutos secos,2024,65543721.0
"Coffee, green",Estimulantes y especias,1961,4527876.0
"Coffee, green",Estimulantes y especias,1962,4584371.0
"Coffee, green",Estimulantes y especias,1963,4152127.0
"Coffee, green",Estimulantes y especias,1964,3769389.0
"Coffee, green",Estimulantes y especias,1965,4981569.0
"Coffee, green",Estimulantes y especias,1966,4052231.0
"Coffee, green",Estimulantes y especias,1967,4332681.0
"Coffee, green",Estimulantes y especias,1968,3936446.0
"Coffee, green",Estimulantes y especias,1969,4272399.0
"Coffee, green",Estimulantes y especias,1970,3849638.0
"Coffee, green",Estimulantes y especias,1971,4663275.0
"Coffee, green",Estimulantes y especias,1972,4570708.0
"Coffee, green",Estimulantes y especias,1973,4185724.0
"Coffee, green",Estimulantes y especias,1974,4770143.0
"Coffee, green",Estimulantes y especias,1975,4603209.0
"Coffee, green",Estimulantes y especias,1976,3522508.0
"Coffee, green",Estimulantes y especias,1977,4399391.0
"Coffee, green",Estimulantes y especias,1978,4725186.0
"Coffee, green",Estimulantes y especias,1979,4973090.0
"Coffee, green",Estimulantes y especias,1980,4839219.0
"Coffee, green",Estimulantes y especias,1981,6083218.0
"Coffee, green",Estimulantes y especias,1982,4940877.0
"Coffee, green",Estimulantes y especias,1983,5582080.0
"Coffee, green",Estimulantes y especias,1984,5221504.0
"Coffee, green",Estimulantes y especias,1985,5824530.0
"Coffee, green",Estimulantes y especias,1986,5237224.0
"Coffee, green",Estimulantes y especias,1987,6385156.0
"Coffee, green",Estimulantes y especias,1988,5645491.0
"Coffee, green",Estimulantes y especias,1989,5908041.0
"Coffee, green",Estimulantes y especias,1990,6063096.0
"Coffee, green",Estimulantes y especias,1991,6062928.13
"Coffee, green",Estimulantes y especias,1992,6086345.68
"Coffee, green",Estimulantes y especias,1993,5554947.48
"Coffee, green",Estimulantes y especias,1994,5722717.75
"Coffee, green",Estimulantes y especias,1995,5529155.55
"Coffee, green",Estimulantes y especias,1996,6197691.74
"Coffee, green",Estimulantes y especias,1997,6072140.38
"Coffee, green",Estimulantes y especias,1998,6632659.93
"Coffee, green",Estimulantes y especias,1999,6790772.94
"Coffee, green",Estimulantes y especias,2000,7498777.2
"Coffee, green",Estimulantes y especias,2001,7379936.56
"Coffee, green",Estimulantes y especias,2002,7928506.17
"Coffee, green",Estimulantes y especias,2003,7039092.95
"Coffee, green",Estimulantes y especias,2004,7862898.03
"Coffee, green",Estimulantes y especias,2005,7392093.23
"Coffee, green",Estimulantes y especias,2006,8147848.43
"Coffee, green",Estimulantes y especias,2007,8134626.2
"Coffee, green",Estimulantes y especias,2008,8489789.53
"Coffee, green",Estimulantes y especias,2009,7777818.18
"Coffee, green",Estimulantes y especias,2010,8460553.65
"Coffee, green",Estimulantes y especias,2011,8435159.08
"Coffee, green",Estimulantes y especias,2012,8972777.15
"Coffee, green",Estimulantes y especias,2013,8839105.82
"Coffee, green",Estimulantes y especias,2014,8800142.06
"Coffee, green",Estimulantes y especias,2015,9059981.98
"Coffee, green",Estimulantes y especias,2016,9550305.2
"Coffee, green",Estimulantes y especias,2017,9589572.05
"Coffee, green",Estimulantes y especias,2018,10827975.7
"Coffee, green",Estimulantes y especias,2019,10561394.33
"Coffee, green",Estimulantes y especias,2020,11238739.32
"Coffee, green",Estimulantes y especias,2021,10571717.9
"Coffee, green",Estimulantes y especias,2022,10987768.86
"Coffee, green",Estimulantes y especias,2023,11092848.71
"Coffee, green",Estimulantes y especias,2024,11284877.41
Cranberries,Frutas,1961,56408.0
Cranberries,Frutas,1962,60318.0
Cranberries,Frutas,1963,57388.0
Cranberries,Frutas,1964,60550.0
Cranberries,Frutas,1965,65240.0
Cranberries,Frutas,1966,72101.0
Cranberries,Frutas,1967,64803.0
Cranberries,Frutas,1968,67984.0
Cranberries,Frutas,1969,83994.0
Cranberries,Frutas,1970,95064.0
Cranberries,Frutas,1971,107525.0
Cranberries,Frutas,1972,97815.0
Cranberries,Frutas,1973,100557.0
Cranberries,Frutas,1974,105693.0
Cranberries,Frutas,1975,99866.0
Cranberries,Frutas,1976,115691.0
Cranberries,Frutas,1977,102236.0
Cranberries,Frutas,1978,118676.0
Cranberries,Frutas,1979,119720.0
Cranberries,Frutas,1980,128179.0
Cranberries,Frutas,1981,125568.0
Cranberries,Frutas,1982,144980.0
Cranberries,Frutas,1983,143892.0
Cranberries,Frutas,1984,156804.0
Cranberries,Frutas,1985,166285.0
Cranberries,Frutas,1986,175893.0
Cranberries,Frutas,1987,165263.0
Cranberries,Frutas,1988,197648.0
Cranberries,Frutas,1989,186286.0
Cranberries,Frutas,1990,193290.08
Cranberries,Frutas,1991,217633.02
Cranberries,Frutas,1992,215557.07
Cranberries,Frutas,1993,207086.13
Cranberries,Frutas,1994,246480.18
Cranberries,Frutas,1995,230711.23
Cranberries,Frutas,1996,242158.28
Cranberries,Frutas,1997,292565.55
Cranberries,Frutas,1998,291222.21
Cranberries,Frutas,1999,335456.13
Cranberries,Frutas,2000,306443.79
Cranberries,Frutas,2001,288107.96
Cranberries,Frutas,2002,318043.23
Cranberries,Frutas,2003,353168.47
Cranberries,Frutas,2004,354381.9
Cranberries,Frutas,2005,353545.56
Cranberries,Frutas,2006,399771.03
Cranberries,Frutas,2007,378786.23
Cranberries,Frutas,2008,440262.47
Cranberries,Frutas,2009,412301.78
Cranberries,Frutas,2010,397389.42
Cranberries,Frutas,2011,450296.77
Cranberries,Frutas,2012,503843.33
Cranberries,Frutas,2013,534453.62
Cranberries,Frutas,2014,545766.42
Cranberries,Frutas,2015,539039.22
Cranberries,Frutas,2016,622654.88
Cranberries,Frutas,2017,524145.73
Cranberries,Frutas,2018,587387.44
Cranberries,Frutas,2019,519927.63
Cranberries,Frutas,2020,519470.75
Cranberries,Frutas,2021,470074.34
Cranberries,Frutas,2022,578782.91
Cranberries,Frutas,2023,535666.72
Cranberries,Frutas,2024,621495.65
Cucumbers and gherkins,Hortalizas,1961,9548650.0
Cucumbers and gherkins,Hortalizas,1962,9371934.0
Cucumbers and gherkins,Hortalizas,1963,9590254.0
Cucumbers and gherkins,Hortalizas,1964,9423680.0
Cucumbers and gherkins,Hortalizas,1965,9308925.0
Cucumbers and gherkins,Hortalizas,1966,9906906.0
Cucumbers and gherkins,Hortalizas,1967,10458054.0
Cucumbers and gherkins,Hortalizas,1968,10887839.0
Cucumbers and gherkins,Hortalizas,1969,11084264.0
Cucumbers and gherkins,Hortalizas,1970,10173815.0
